입찰공고일시,입찰공고번호,입찰공고차수,재공고여부,등록유형명,공고종류명,국제입찰여부,참조번호,입찰공고명,공고기관명,수요기관명,입찰방식명,계약체결방법명,집행관명,입찰참가자격등록마감일시,공동수급협정서접수방식,공동수급협정마감일시,공동수급업체지역제한여부,입찰개시일시,입찰마감일시,개찰일시,공고규격서URL1,공고규격서URL2,공고규격서URL3,공고규격서URL4,공고규격서URL5,공고규격서URL6,공고규격서URL7,공고규격파일명1,공고규격파일명2,공고규격파일명3,공고규격파일명4,공고규격파일명5,공고규격파일명6,공고규격파일명7,재입찰허용여부,물품분류제한여부,제조여부,예정가격결정방법명,총예가건수,추첨예가건수,배정예산금액,추정가격,개찰장소,입찰공고상세URL,채권자명,세부품명,물품규격명,물품수량,물품단위,물품단가,납품기한일시,납품일수,인도조건명,공동수급방식명,지사투찰허용여부,지명경쟁여부,예비가격재작성방법명,실적신청서접수방법명,실적신청서접수일시,발주계획통합번호,낙찰하한율,등록일시,사전규격등록번호,정보화사업여부,낙찰방법명,변경일시,변경공고사유,재입찰개찰일시,입찰분류아이디,[기초금액]기초금액,[기초금액]기초금액공개일시,[기초금액]예비가격범위시작률,[기초금액]예비가격범위종료율,[기초금액]비고1,[기초금액]가용금액,[기초금액]입력일시,[구매대상물품]물품순번,[구매대상물품]물품분류번호,[구매대상물품]품명,[구매대상물품]수량,[구매대상물품]단위,[구매대상물품]단가,[구매대상물품]납품장소,[구매대상물품]공고게시일시
2019-12-10 16:39:01,20191216997,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-935호,2020년 분말유용미생물 부형제(무수포도당) 구입,경기도,경기도 경기도동물위생시험소,전자입찰,제한(단가),이현한,2019-12-17 18:00:00,공고서참조,,N,2019-12-11 10:00:00,2019-12-18 10:00:00,2019-12-18 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191216997::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191216997::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191216997::00::2::3,,,,,20191216997-00_1575963437434_입찰공고문(2020년 분말유용미생물 부형재(무수포도당) 구입).hwp,20191216997-00_1575963437434_규격서.xlsx,20191216997-00_1575963437454_분말유용미생물 부형제(무수포도당) 단가계약 특수조건.hwp,,,,,Y,N,,복수예가,15,4,92400000,84000000,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191216997&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,포도당,규격서 참조,1,식,,2020-12-31 00:00:00,,과업내역에 따름,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000118,84.245,2019-12-10 16:39:01,795720,,적격심사(추정가격 고시금액미만),,,,1,26400,2019-12-10 16:40:11,-3,+3,,,2019-12-10 16:40:11,1,50161510,인조감미료,1,식,,수요기관 지정장소,2019-12-10 16:39:01
2019-12-10 13:41:17,20191216230,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-933호,2020년 표준기록관리시스템 SW 등 유지관리 용역,경기도,경기도,전자입찰,제한(총액),조재형,2019-12-16 18:00:00,공고서참조,,N,2019-12-10 15:00:00,2019-12-17 15:00:00,2019-12-17 16:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191216230::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191216230::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191216230::00::2::3,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191216230::00::2::4,,,,20191216230-00_1575952401514_1. 입찰공고문(2020년 표준기록관리시스템 SW 등 유지관리 용역).hwp,20191216230-00_1575952401514_2. 과업지시서(2020년 표준기록관리시스템 SW 등 유지관리 용역).hwp,20191216230-00_1575952401514_3. 산출내역서(2020년 표준기록관리시스템 SW 등 유지관리 용역).xls,20191216230-00_1575952401514_4. 기술지원협약서(2020년 표준기록관리시스템 SW 등 유지관리 용역).pdf,,,,Y,,N,복수예가,15,4,53360510,48509555,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191216230&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,정보시스템유지관리서비스,과업지시서 참조,1,식,,2020-12-31 00:00:00,,현장설치도,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000124,87.745,2019-12-10 13:41:17,,,제한적최저가(낙찰하한율),,,,1,53360510,2019-12-11 10:18:17,-3,+3,,,2019-12-11 10:18:17,1,81111899,정보시스템유지관리서비스,1,식,,수요부서 지정장소,2019-12-10 13:41:17
2019-12-09 15:42:42,20191214184,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 2019-929 호,휴대국 무전기(UHF) 보강 사업,경기도 소방재난본부,경기도 소방재난본부,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),지재금,2019-12-12 18:00:00,공고서참조,,N,2019-12-11 10:00:00,2019-12-13 10:00:00,2019-12-13 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191214184::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191214184::00::2::2,,,,,,20191214184-00_1575873560612_견적제출안내공고.hwp,20191214184-00_1575873560632_소방무선통신장비보강(휴대국무전기) 사업(2차) 규격서.hwp,,,,,,Y,,N,복수예가,15,4,49115000,44650000,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191214184&bidseq=00&releaseYn=Y&taskClCd=1,경기도소방재난본부장,무선송수신기,규격서 참조,1,식,,,30,수요기관희망장소입고도,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6412230-000048,88,2019-12-09 15:42:42,,,제한적최저가(낙찰하한율),,,,1,49115000,2019-12-09 15:43:30,-3,+3,,,2019-12-09 15:43:30,1,43191510,양방향라디오,1,식,,수요부서 지정장소,2019-12-09 15:42:42
2019-12-09 11:33:25,20191213356,00,Y,조달청 또는 나라장터 자체 공고건,일반,N,경기도건설본부 공고 제2019-231호,적성-두일간 도로확포장공사 레미콘,경기도 경기도건설본부,경기도 경기도건설본부,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),서봉석팀장,2019-12-12 18:00:00,공고서참조,,N,2019-12-10 10:00:00,2019-12-13 10:00:00,2019-12-13 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191213356::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191213356::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191213356::00::2::3,,,,,20191213356-00_1575858213142_재공고서.hwp,20191213356-00_1575858460186_내역서.xlsx,20191213356-00_1575858538086_5. 시방서.pdf,,,,,Y,,Y,복수예가,15,4,30615200,27832000,경기도건설본부 관리과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191213356&bidseq=00&releaseYn=Y&taskClCd=1,경기도건설본부장,레미콘,25-16-150,497,㎥,,2019-12-31 00:00:00,,공사현장하차도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410593-000005,88,2019-12-09 11:33:25,,,제한적최저가(낙찰하한율),,,,1,30615200,2019-12-13 13:35:52,-3,+3,,,2019-12-13 13:35:52,1,30111505,레미콘,497,㎥,,경기도 연천군 백학면 통구리 일원,2019-12-09 11:33:25
2019-12-09 08:48:08,20191211468,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 공고 제2019-5172호,답곡천 수해상습지 개선사업 관급자재(혼합골재) 구입,경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),전주화,2019-12-15 18:00:00,공고서참조,,N,2019-12-09 09:00:00,2019-12-16 10:00:00,2019-12-16 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211468::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211468::00::2::2,,,,,,20191211468-00_1575614508096_2. 입찰공고문(안)_답곡천 수해상습지 개선사업 관급자재(혼합골재) 구입.hwp,20191211468-00_1575614508096_4. 혼합골재 시방서.hwp,,,,,,N,,Y,복수예가,15,4,127400000,115818181,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191211468&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,혼합골재,혼합골재 40㎜,6370,㎥,,2020-06-30 00:00:00,,납품장소 하차도,공동수급불허,N,N,,없음,,1-3-2019-ZY00267-000026,87.945,2019-12-09 08:48:08,797553,,제한적최저가(낙찰하한율),,,,1,127400000,2019-12-10 09:35:16,-3,+3,,,2019-12-10 09:35:16,1,30109902,혼합골재,6370,㎥,,경기도 파주시 답곡천 현장 일원,2019-12-09 08:48:08
2019-12-06 18:34:55,20191212135,00,N,조달청 또는 나라장터 자체 공고건,긴급,N,연천소방서 소방행정과-15825,2020년 연천소방서 유류구매계약 입찰 공고(안)-7권역,경기도 연천소방서,경기도 연천소방서,전자입찰,제한(단가),박정두,2019-12-11 18:00:00,공고서참조,,N,2019-12-09 10:00:00,2019-12-12 11:00:00,2019-12-12 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212135::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212135::00::1::2,,,,,,20191212135-00_1575624762152_2020년 연천소방서 유류구매계약 입찰 공고문(안)-7권역.hwp,20191212135-00_1575624762172_2020년 연천소방서 유류구매계약 특수조건.hwp,,,,,,Y,N,,복수예가,15,4,8481240,7710218,연천소방서 집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191212135&bidseq=00&releaseYn=Y&taskClCd=1,연천소방서장,석유등,석유 등,6140,리터,,2020-12-31 00:00:00,,,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6411275-000005,,2019-12-06 18:34:55,,,수의(최저가),,,,1,8481240,2019-12-06 18:50:09,-3,+3,,,2019-12-06 18:50:09,1,39112603,"등유,프로판,천연가스또는부탄랜턴",6140,리터,,주유소 및 연천소방서,2019-12-06 18:34:55
2019-12-06 18:26:55,20191212125,00,N,조달청 또는 나라장터 자체 공고건,긴급,N,연천소방서 소방행정과-15825,2020년 연천소방서 유류구매계약 입찰 공고(안)-6권역,경기도 연천소방서,경기도 연천소방서,전자입찰,제한(단가),박정두,2019-12-11 18:00:00,공고서참조,,N,2019-12-09 10:00:00,2019-12-12 11:00:00,2019-12-12 12:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212125::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212125::00::1::2,,,,,,20191212125-00_1575624362466_2020년 연천소방서 유류구매계약 입찰 공고문(안)-6권역.hwp,20191212125-00_1575624362466_2020년 연천소방서 유류구매계약 특수조건.hwp,,,,,,Y,N,,복수예가,15,4,19334370,17576700,연천소방서 집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191212125&bidseq=00&releaseYn=Y&taskClCd=1,연천소방서장,석유등,석유 등,14031,리터,,2020-12-31 00:00:00,,,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6411275-000004,,2019-12-06 18:26:55,,,수의(최저가),,,,1,19334370,2019-12-06 18:49:27,-3,+3,,,2019-12-06 18:49:27,1,39112603,"등유,프로판,천연가스또는부탄랜턴",14031,리터,,주유소 및 연천소방서,2019-12-06 18:26:55
2019-12-06 18:21:34,20191212102,00,N,조달청 또는 나라장터 자체 공고건,일반,N,연천소방서 소방행정과-15825,2020년 연천소방서 유류구매계약 입찰 공고(안)-5권역,경기도 연천소방서,경기도 연천소방서,전자입찰,제한(단가),박정두,2019-12-11 18:00:00,공고서참조,,N,2019-12-09 10:00:00,2019-12-12 11:00:00,2019-12-12 12:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212102::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212102::00::1::2,,,,,,20191212102-00_1575623995982_2020년 연천소방서 유류구매계약 입찰 공고문(안)-5권역.hwp,20191212102-00_1575623995982_2020년 연천소방서 유류구매계약 특수조건.hwp,,,,,,Y,N,,복수예가,15,4,16511070,15010063,연천소방서 집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191212102&bidseq=00&releaseYn=Y&taskClCd=1,연천소방서장,석유등,석유 등,13316,리터,,2020-01-31 00:00:00,,,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6411275-000003,,2019-12-06 18:21:34,,,수의(최저가),,,,1,16511070,2019-12-06 18:48:46,-3,+3,,,2019-12-06 18:48:46,1,39112603,"등유,프로판,천연가스또는부탄랜턴",13316,리터,,주유소 및 연천소방서,2019-12-06 18:21:34
2019-12-06 18:14:24,20191212082,00,N,조달청 또는 나라장터 자체 공고건,긴급,N,연천소방서 소방행정과-15825,2020년 연천소방서 유류구매계약 입찰 공고(안)-4권역,경기도 연천소방서,경기도 연천소방서,전자입찰,제한(단가),박정두,2019-12-11 18:00:00,공고서참조,,N,2019-12-09 10:00:00,2019-12-12 11:00:00,2019-12-12 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212082::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191212082::00::1::2,,,,,,20191212082-00_1575623579706_2020년 연천소방서 유류구매계약 입찰 공고문(안)-4권역.hwp,20191212082-00_1575623579706_2020년 연천소방서 유류구매계약 특수조건.hwp,,,,,,Y,N,,복수예가,15,4,15966150,14514681,연천소방서 집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191212082&bidseq=00&releaseYn=Y&taskClCd=1,연천소방서장,석유등,석유 등,12470,리터,,2020-12-31 00:00:00,,,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6411275-000002,,2019-12-06 18:14:24,,,수의(최저가),,,,1,15966150,2019-12-06 18:46:49,-3,+3,,,2019-12-06 18:46:49,1,39112603,"등유,프로판,천연가스또는부탄랜턴",12470,리터,,주유소 및 연천소방서,2019-12-06 18:14:24
2019-12-06 17:52:18,20191211975,00,N,조달청 또는 나라장터 자체 공고건,일반,N,연천소방서 소방행정과-15825,2020년 연천소방서 유류구매계약 입찰 공고(1권역),경기도 연천소방서,경기도 연천소방서,전자입찰,제한(단가),박정두,2019-12-11 18:00:00,공고서참조,,N,2019-12-09 10:00:00,2019-12-12 11:00:00,2019-12-12 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211975::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211975::00::1::2,,,,,,20191211975-00_1575621773602_2020년 연천소방서 유류구매계약 입찰 공고문(안)-1권역.hwp,20191211975-00_1575621773602_2020년 연천소방서 유류구매계약 특수조건.hwp,,,,,,Y,N,,복수예가,15,4,44043600,40039636,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191211975&bidseq=00&releaseYn=Y&taskClCd=1,연천소방서장,석유등,석유 등,31901,리터,,2020-12-31 00:00:00,,,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6411275-000001,,2019-12-06 17:52:18,,,수의(최저가),,,,1,44043600,2019-12-06 18:43:12,-3,+3,,,2019-12-06 18:43:12,1,39112603,"등유,프로판,천연가스또는부탄랜턴",31901,리터,,주유소 및 연천소방서,2019-12-06 17:52:18
2019-12-06 15:11:51,20191211344,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-920호,수자원본부 승강기 교체 설치,경기도,경기도 경기도수자원본부,전자입찰,제한(총액),이현한,2019-12-15 18:00:00,공고서참조,,N,2019-12-09 10:00:00,2019-12-16 10:00:00,2019-12-16 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211344::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211344::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211344::00::2::3,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191211344::00::2::4,,,,20191211344-00_1575612624365_입찰공고문-경기도수자원본부 승강기 교체 설치.hwp,20191211344-00_1575612624365_2. 구매제작시방서.hwp,20191211344-00_1575612624365_3. 설치시방서(회계과 수정제출).hwp,20191211344-00_1575612624385_7. 심사내역서(경기도수자원본부 승강기 교체 설치)공고문.xlsx,,,,Y,,Y,복수예가,15,4,143076000,130069090,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191211344&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,승객용엘리베이터,규격서 참조,1,식,,,120,과업내역에 따름,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000117,87.945,2019-12-06 15:11:51,794503,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 고시금액 미만),,,,1,143076000,2019-12-06 15:12:20,-3,+3,,,2019-12-06 15:12:20,1,24101601,엘리베이터,1,식,,수요기관 지정장소,2019-12-06 15:11:51
2019-12-03 16:57:47,20191204570,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도동물위생시험소-36665,축산물 작업장 도축축산물 검사소모품 구입,경기도 경기도동물위생시험소,경기도 경기도동물위생시험소,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),황순호,2019-12-10 18:00:00,공고서참조,,N,2019-12-04 14:00:00,2019-12-11 14:00:00,2019-12-11 15:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191204570::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191204570::00::2::2,,,,,,20191204570-00_1575359788977_공고문(축산물 작업장 도축축산물 검사소모품 구입(기금)).hwp,20191204570-00_1575359788977_구매내역서.xlsx,,,,,,N,N,,복수예가,15,4,26094900,23722636,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191204570&bidseq=00&releaseYn=Y&taskClCd=1,김종훈,배지,구매내역서 참조,25,품목,,2019-12-26 00:00:00,,수요기관희망장소입고도,공동수급불허,N,N,,없음,,,88,2019-12-03 16:57:47,,,제한적최저가(낙찰하한율),,,,1,26094900,2019-12-03 16:58:15,-3,+3,,,2019-12-03 16:58:15,1,12352207,배지,25,품목,,경기도동물위생시험소,2019-12-03 16:57:47
2019-12-03 16:11:27,20191204376,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도동물위생시험소-36776,구제역 백신접종검증시스템 구축 소모품 구입,경기도 경기도동물위생시험소,경기도 경기도동물위생시험소,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),황순호,2019-12-10 18:00:00,공고서참조,,N,2019-12-04 10:00:00,2019-12-11 10:00:00,2019-12-11 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191204376::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191204376::00::2::2,,,,,,20191204376-00_1575357022038_공고문(구제역 백신접종검증시스템 구축 소모품 구입).hwp,20191204376-00_1575357022038_구매내역서.xlsx,,,,,,N,N,,복수예가,15,4,49840000,45309090,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191204376&bidseq=00&releaseYn=Y&taskClCd=1,김종훈,진공채혈관,구매내역서 참고,12,종,,2019-12-26 00:00:00,,수요기관희망장소입고도,공동수급불허,N,N,,없음,,1-3-2019-6412102-000019,88,2019-12-03 16:11:27,,,제한적최저가(낙찰하한율),,,,1,49840000,2019-12-03 16:18:26,-3,+3,,,2019-12-03 16:18:26,1,42142515,진공관바늘,12,종,,경기도동물위생시험소,2019-12-03 16:11:27
2019-12-02 20:21:46,20191201851,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도건설본부 공고 제2019-230호,적성-두일간 도로확포장공사 레미콘,경기도 경기도건설본부,경기도 경기도건설본부,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),서봉석팀장,2019-12-05 18:00:00,공고서참조,,N,2019-12-03 10:00:00,2019-12-06 10:00:00,2019-12-06 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191201851::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191201851::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191201851::00::2::3,,,,,20191201851-00_1575273118848_공고서.hwp,20191201851-00_1575273118848_내역서.xlsx,20191201851-00_1575273118868_5. 시방서.pdf,,,,,Y,,Y,복수예가,15,4,30615200,27832000,경기도건설본부 관리과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191201851&bidseq=00&releaseYn=Y&taskClCd=1,경기도건설본부장,레미콘,25-16-150,497,㎥,,2019-12-31 00:00:00,,공사현장하차도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410593-000005,88,2019-12-02 20:21:46,,,제한적최저가(낙찰하한율),,,,1,30615200,2019-12-06 08:10:58,-3,+3,,,2019-12-06 08:10:58,1,30111505,레미콘,497,㎥,,경기도 연천군 백학면 통구리 일원,2019-12-02 20:21:46
2019-11-29 20:00:52,20191145318,00,N,조달청 또는 나라장터 자체 공고건,긴급,N,경기도 입찰공고 제 2019-899 호,개인안전장비(고무제안전화) 구매,경기도 소방재난본부,경기도 소방재난본부,전자입찰,제한(총액),지재금,2019-12-04 18:00:00,공고서참조,,N,2019-12-03 10:00:00,2019-12-05 10:00:00,2019-12-05 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191145318::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191145318::00::2::2,,,,,,20191145318-00_1575025085427_입찰공고문.hwp,20191145318-00_1575025085427_개인안전장비(소방용 고무제안전화) 규격서.hwp,,,,,,Y,,N,복수예가,15,4,85140000,77400000,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191145318&bidseq=00&releaseYn=Y&taskClCd=1,경기도소방재난본부장,방화신발,규격서 참조,1,식,,,20,수요기관희망장소입고도,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6412230-000047,84.245,2019-11-29 20:00:52,793129,,적격심사(추정가격 고시금액미만),,,,1,85140000,2019-12-02 06:56:47,-3,+3,,,2019-12-02 06:56:47,1,46181601,방화신발,1,식,,수요부서 지정장소,2019-11-29 20:00:52
2019-11-29 17:06:08,20191144922,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-898호,원료축산물 검사재료비 소모품 구입,경기도,경기도 경기도동물위생시험소,전자입찰,제한(총액),황선애,2019-12-08 18:00:00,공고서참조,,N,2019-12-02 10:00:00,2019-12-09 10:00:00,2019-12-09 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191144922::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20191144922::00::2::2,,,,,,20191144922-00_1575014300278_입찰공고문(원료축산물 검사재료비 소모품 구입).hwp,20191144922-00_1575014300278_산출내역서_원료축산물재료비-게시용.xlsx,,,,,,Y,N,,복수예가,15,4,60436300,54942090,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20191144922&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,호흡기용마스크,사전 규격서 참조,1,식,,,30,과업내역에 따름,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000114,84.245,2019-11-29 17:06:08,791532,,적격심사(추정가격 고시금액미만),,,,1,60436300,2019-11-29 17:06:27,-3,+3,,,2019-11-29 17:06:27,1,42272303,심폐소생용마스크또는액세서리,1,식,,경기도동물위생시험소,2019-11-29 17:06:08
